"","CVE","NOM_MUN","total","covid","covid_1"
"1009","20180","San Juan Bautista Lo de Soto",0,0,"0 casos"
"1010","20177","San Juan Bautista Cuicatlán",1,NA,"Uno o más casos"
"1011","20176","San Juan Bautista Coixtlahuaca",0,NA,"0 casos"
"1012","20172","San Juan Achiutla",0,0,"0 casos"
"1013","20168","San José Estancia Grande",0,NA,"0 casos"
"1014","20163","San Jerónimo Tecóatl",0,NA,"0 casos"
"1015","20160","San Jerónimo Silacayoapilla",0,NA,"0 casos"
"1016","20158","San Jacinto Tlacotepec",0,0,"0 casos"
"1017","20153","San Gabriel Mixtepec",1,NA,"Uno o más casos"
"1018","20152","San Francisco Tlapancingo",0,0,"0 casos"
"1019","20151","San Francisco Teopan",0,0,"0 casos"
"1020","20144","San Francisco Jaltepetongo",0,NA,"0 casos"
"1021","20142","San Francisco Huehuetlán",0,NA,"0 casos"
"1022","20137","San Francisco Cahuacuá",0,0,"0 casos"
"1023","20133","San Esteban Atatlahuca",0,NA,"0 casos"
"1024","20129","San Cristóbal Suchixtlahuaca",0,NA,"0 casos"
"1025","20127","San Cristóbal Amoltepec",0,NA,"0 casos"
"1026","20121","San Bartolo Soyaltepec",0,NA,"0 casos"
"1027","20119","San Bartolomé Yucuañe",0,NA,"0 casos"
"1028","20111","San Antonio Tepetlapa",0,NA,"0 casos"
"1029","20041","Huautla de Jiménez",1,NA,"Uno o más casos"
"1030","20040","Huautepec",0,NA,"0 casos"
"1031","20038","Villa Hidalgo",0,0,"0 casos"
"1032","20030","El Espinal",0,NA,"0 casos"
"1033","20027","Chiquihuitlán de Benito Juárez",0,0,"0 casos"
"1034","20019","Concepción Pápalo",0,NA,"0 casos"
"1035","20015","Coatecas Altas",0,0,"0 casos"
"1036","20014","Ciudad Ixtepec",0,NA,"0 casos"
"1037","20009","Ayotzintepec",0,0,"0 casos"
"1038","20008","Asunción Tlacolulita",0,0,"0 casos"
"1039","20003","Asunción Cacalotepec",1,NA,"Uno o más casos"
"1040","20002","Acatlán de Pérez Figueroa",0,NA,"0 casos"
"1041","20001","Abejones",0,NA,"0 casos"
"1042","20371","Santa Catarina Ticuá",0,NA,"0 casos"
"1043","20370","Santa Catarina Tayata",0,NA,"0 casos"
"1044","20367","Santa Catarina Mechoacán",0,0,"0 casos"
"1045","20364","Santa Catarina Juquila",0,0,"0 casos"
"1046","20354","Santa Ana Ateixtlahuaca",0,0,"0 casos"
"1047","20352","San Simón Zahuatlán",0,0,"0 casos"
"1048","20348","San Sebastián Tecomaxtlahuaca",0,NA,"0 casos"
"1049","20346","San Sebastián Nicananduta",0,NA,"0 casos"
"1050","20345","San Sebastián Ixcapa",0,NA,"0 casos"
"1051","20341","San Pedro Yucunama",0,NA,"0 casos"
"1052","20340","San Pedro y San Pablo Tequixtepec",1,NA,"Uno o más casos"
"1053","20339","San Pedro y San Pablo Teposcolula",1,NA,"Uno o más casos"
"1054","20332","San Pedro Topiltepec",0,NA,"0 casos"
"1055","20331","San Pedro Tidaá",0,NA,"0 casos"
"1056","20329","San Pedro Teozacoalco",0,0,"0 casos"
"1057","20322","San Pedro Ocopetatillo",0,0,"0 casos"
"1058","20321","San Pedro Nopala",0,NA,"0 casos"
"1059","20320","San Pedro Molinos",1,NA,"Uno o más casos"
"1060","20317","San Pedro Mártir Yucuxaco",0,NA,"0 casos"
"1061","20313","San Pedro Jocotipac",0,NA,"0 casos"
"1062","20312","San Pedro Jicayán",0,NA,"0 casos"
"1063","20311","San Pedro Jaltepetongo",0,NA,"0 casos"
"1064","20304","San Pedro Coxcaltepec Cántaros",0,NA,"0 casos"
"1065","20302","San Pedro Atoyac",1,NA,"Uno o más casos"
"1066","20300","San Pedro Amuzgos",0,0,"0 casos"
"1067","20297","San Pablo Tijaltepec",0,NA,"0 casos"
"1068","20290","San Nicolás Hidalgo",0,0,"0 casos"
"1069","20287","San Miguel Tulancingo",0,NA,"0 casos"
"1070","20286","San Miguel Tlacotepec",0,NA,"0 casos"
"1071","20285","San Miguel Tlacamama",0,NA,"0 casos"
"1072","20283","San Miguel Tequixtepec",1,NA,"Uno o más casos"
"1073","20281","San Miguel Tecomatlán",0,NA,"0 casos"
"1074","20274","San Miguel Piedras",0,0,"0 casos"
"1075","20272","San Miguel Panixtlahuaca",0,0,"0 casos"
"1076","20270","San Miguel Huautla",0,NA,"0 casos"
"1077","20269","San Miguel el Grande",1,NA,"Uno o más casos"
"1078","20264","San Miguel Chicahua",0,NA,"0 casos"
"1079","20261","San Miguel Amatitlán",0,NA,"0 casos"
"1080","20259","San Miguel Ahuehuetitlán",0,0,"0 casos"
"1081","20258","San Miguel Achiutla",0,NA,"0 casos"
"1082","20256","San Mateo Tlapiltepec",0,0,"0 casos"
"1083","20255","San Mateo Sindihui",0,NA,"0 casos"
"1084","20252","San Mateo Peñasco",0,NA,"0 casos"
"1085","20251","San Mateo Nejápam",0,0,"0 casos"
"1086","20250","San Mateo Etlatongo",0,NA,"0 casos"
"1087","20249","San Mateo Yoloxochitlán",0,NA,"0 casos"
"1088","20245","San Martín Zacatepec",0,0,"0 casos"
"1089","20244","San Martín Toxpalan",1,NA,"Uno o más casos"
"1090","20242","San Martín Peras",0,NA,"0 casos"
"1091","20240","San Martín Itunyoso",0,NA,"0 casos"
"1092","20239","San Martín Huamelúlpam",0,0,"0 casos"
"1093","20234","San Lucas Zoquiápam",0,NA,"0 casos"
"1094","20229","San Lorenzo Texmelúcan",0,0,"0 casos"
"1095","20228","San Lorenzo Cuaunecuiltitla",0,0,"0 casos"
"1096","20225","San Lorenzo",0,NA,"0 casos"
"1097","20224","San Juan Yucuita",0,NA,"0 casos"
"1098","20221","San Juan Teposcolula",0,NA,"0 casos"
"1099","20218","San Juan Teita",0,NA,"0 casos"
"1100","20213","San Juan Quiahije",0,0,"0 casos"
"1101","20210","San Juan Ñumí",0,NA,"0 casos"
"1102","20208","San Juan Mixtepec -Dto. 08 -",0,NA,"0 casos"
"1103","20110","San Antonio Sinicahua",0,NA,"0 casos"
"1104","20109","San Antonio Nanahuatípam",0,NA,"0 casos"
"1105","20106","San Antonio Acutla",0,0,"0 casos"
"1106","20105","San Antonino Monte Verde",0,NA,"0 casos"
"1107","20237","San Marcos Arteaga",0,NA,"0 casos"
"1108","20469","Santiago Juxtlahuaca",4,NA,"Uno o más casos"
"1109","20467","Santiago Jamiltepec",0,0,"0 casos"
"1110","20466","Santiago Ixtayutla",0,NA,"0 casos"
"1111","20464","Santiago Ihuitlán Plumas",0,NA,"0 casos"
"1112","20463","Santiago Huauclilla",0,NA,"0 casos"
"1113","20462","Santiago Huajolotitlán",0,NA,"0 casos"
"1114","20461","Santiago del Río",0,0,"0 casos"
"1115","20459","Santiago Chazumba",0,NA,"0 casos"
"1116","20456","Santiago Cacaloxtepec",0,NA,"0 casos"
"1117","20451","Santiago Apoala",0,NA,"0 casos"
"1118","20450","Santiago Amoltepec",2,NA,"Uno o más casos"
"1119","20448","Santa María Zaniza",0,NA,"0 casos"
"1120","20447","Santa María Zacatepec",0,NA,"0 casos"
"1121","20446","Santa María Yucuhiti",0,0,"0 casos"
"1122","20445","Santa María Yosoyúa",1,NA,"Uno o más casos"
"1123","20444","Santa María Yolotepec",0,0,"0 casos"
"1124","20436","Santa María Texcatitlán",0,0,"0 casos"
"1125","20434","Santa María Teopoxco",1,NA,"Uno o más casos"
"1126","20433","Santa María Temaxcaltepec",0,0,"0 casos"
"1127","20431","Santa María Tecomavaca",0,NA,"0 casos"
"1128","20430","Santa María Tataltepec",0,NA,"0 casos"
"1129","20429","Santa María Sola",0,0,"0 casos"
"1130","20423","Santa María Nduayaco",0,NA,"0 casos"
"1131","20422","Santa María Nativitas",0,0,"0 casos"
"1132","20416","Santa María Ixcatlán",0,NA,"0 casos"
"1133","20415","Santa María Ipalapa",0,NA,"0 casos"
"1134","20414","Santa María Huazolotitlán",0,NA,"0 casos"
"1135","20408","Santa María del Rosario",0,NA,"0 casos"
"1136","20405","Villa de Chilapa de Díaz",0,NA,"0 casos"
"1137","20404","Santa María Chachoápam",0,NA,"0 casos"
"1138","20402","Santa María Cortijo",0,0,"0 casos"
"1139","20400","Santa María Camotlán",0,NA,"0 casos"
"1140","20397","Heroica Ciudad de Tlaxiaco",6,NA,"Uno o más casos"
"1141","20396","Santa María la Asunción",0,NA,"0 casos"
"1142","20395","Santa María Apazco",0,NA,"0 casos"
"1143","20392","Santa Lucía Monteverde",0,NA,"0 casos"
"1144","20386","Santa Cruz Zenzontepec",0,NA,"0 casos"
"1145","20383","Santa Cruz Tayata",0,0,"0 casos"
"1146","20382","Santa Cruz Tacahua",0,NA,"0 casos"
"1147","20381","Santa Cruz Tacache de Mina",0,0,"0 casos"
"1148","20379","Santa Cruz Nundaco",0,NA,"0 casos"
"1149","20377","Santa Cruz Itundujia",0,NA,"0 casos"
"1150","20376","Santa Cruz de Bravo",0,0,"0 casos"
"1151","20374","Santa Cruz Acatepec",0,0,"0 casos"
"1152","20373","Santa Catarina Zapoquila",0,NA,"0 casos"
"1153","20372","Santa Catarina Yosonotú",0,NA,"0 casos"
"1154","20563","Yogana",0,NA,"0 casos"
"1155","20559","San Juan Bautista Valle Nacional",0,NA,"0 casos"
"1156","20554","Totontepec Villa de Morelos",0,0,"0 casos"
"1157","20541","Tanetze de Zaragoza",0,0,"0 casos"
"1158","20538","Sitio de Xitlapehua",0,0,"0 casos"
"1159","20534","San Vicente Coatlán",0,0,"0 casos"
"1160","20533","Santo Tomás Tamazulapan",0,0,"0 casos"
"1161","20525","Santo Domingo Zanatepec",0,NA,"0 casos"
"1162","20522","Santo Domingo Xagacía",0,0,"0 casos"
"1163","20517","Santo Domingo Tepuxtepec",0,NA,"0 casos"
"1164","20514","Santo Domingo Roayaga",0,0,"0 casos"
"1165","20513","Santo Domingo Petapa",0,NA,"0 casos"
"1166","20512","Santo Domingo Ozolotepec",0,0,"0 casos"
"1167","20509","Santo Domingo de Morelos",0,0,"0 casos"
"1168","20508","Santo Domingo Chihuitán",0,NA,"0 casos"
"1169","20506","Santo Domingo Albarradas",0,0,"0 casos"
"1170","20505","Santo Domingo Ingenio",0,NA,"0 casos"
"1171","20503","Santiago Zoochila",0,0,"0 casos"
"1172","20502","Santiago Zacatepec",0,NA,"0 casos"
"1173","20498","Santiago Yaveo",0,NA,"0 casos"
"1174","20495","Santiago Xanica",0,NA,"0 casos"
"1175","20473","Santiago Laxopa",0,0,"0 casos"
"1176","20472","Santiago Laollaga",0,NA,"0 casos"
"1177","20471","Santiago Lalopa",0,0,"0 casos"
"1178","20468","Santiago Jocotepec",0,NA,"0 casos"
"1179","20465","Santiago Ixcuintepec",0,NA,"0 casos"
"1180","20458","Santiago Comaltepec",0,0,"0 casos"
"1181","20457","Santiago Camotlán",0,0,"0 casos"
"1182","20454","Santiago Atitlán",0,NA,"0 casos"
"1183","20442","Santa María Yalina",0,0,"0 casos"
"1184","20441","Santa María Xadani",0,NA,"0 casos"
"1185","20440","Santa María Totolapilla",0,0,"0 casos"
"1186","20439","Santa María Tonameca",0,NA,"0 casos"
"1187","20438","Santa María Tlalixtac",0,0,"0 casos"
"1188","20437","Santa María Tlahuitoltepec",0,NA,"0 casos"
"1189","20435","Santa María Tepantlali",0,NA,"0 casos"
"1190","20432","Santa María Temaxcalapa",0,0,"0 casos"
"1191","20428","Santa María Quiegolani",0,0,"0 casos"
"1192","20425","Santa María Pápalo",0,0,"0 casos"
"1193","20424","Santa María Ozolotepec",0,NA,"0 casos"
"1194","20421","Santa María Mixtequilla",0,NA,"0 casos"
"1195","20418","Santa María Jalapa del Marqués",0,NA,"0 casos"
"1196","20417","Santa María Jacatepec",0,NA,"0 casos"
"1197","20412","Santa María Guienagati",0,0,"0 casos"
"1198","20410","Santa María Ecatepec",0,0,"0 casos"
"1199","20407","Santa María Chimalapa",0,NA,"0 casos"
"1200","20406","Santa María Chilchotla",0,NA,"0 casos"
"1201","20394","Santa María Alotepec",0,NA,"0 casos"
"1202","20391","Santa Lucía Miahuatlán",0,NA,"0 casos"
"1203","20384","Santa Cruz Xitla",0,0,"0 casos"
"1204","20366","Santa Catarina Loxicha",0,0,"0 casos"
"1205","20362","Santa Catarina Cuixtla",0,0,"0 casos"
"1206","20361","Santa Catalina Quierí",0,0,"0 casos"
"1207","20359","Santa Ana Yareni",0,0,"0 casos"
"1208","20357","Santa Ana Tavela",0,0,"0 casos"
"1209","20355","Santa Ana Cuauhtémoc",0,0,"0 casos"
"1210","20353","Santa Ana",0,0,"0 casos"
"1211","20139","San Francisco Chapulapa",0,0,"0 casos"
"1212","20124","San Blas Atempa",4,NA,"Uno o más casos"
"1213","20351","San Simón Almolongas",0,NA,"0 casos"
"1214","20344","San Sebastián Coatlán",0,NA,"0 casos"
"1215","20336","San Pedro Yólox",0,0,"0 casos"
"1216","20335","San Pedro Yaneri",0,0,"0 casos"
"1217","20333","San Pedro Totolápam",0,NA,"0 casos"
"1218","20330","San Pedro Teutila",0,0,"0 casos"
"1219","20326","San Pedro Sochiápam",0,0,"0 casos"
"1220","20325","San Pedro Quiatoni",0,NA,"0 casos"
"1221","20324","San Pedro Pochutla",2,NA,"Uno o más casos"
"1222","20323","San Pedro Ocotepec",0,0,"0 casos"
"1223","20316","San Pedro Mártir Quiechapa",0,0,"0 casos"
"1224","20309","San Pedro Ixcatlán",0,NA,"0 casos"
"1225","20308","San Pedro Huilotepec",0,NA,"0 casos"
"1226","20307","San Pedro Huamelula",0,NA,"0 casos"
"1227","20306","San Pedro el Alto",0,NA,"0 casos"
"1228","20299","San Pablo Yaganiza",0,0,"0 casos"
"1229","20298","San Pablo Villa de Mitla",0,NA,"0 casos"
"1230","20296","San Pablo Macuiltianguis",0,0,"0 casos"
"1231","20291","San Pablo Coatlán",0,0,"0 casos"
"1232","20289","San Nicolás",3,NA,"Uno o más casos"
"1233","20288","San Miguel Yotao",0,0,"0 casos"
"1234","20282","San Miguel Tenango",0,NA,"0 casos"
"1235","20280","Villa Talea de Castro",0,0,"0 casos"
"1236","20279","San Miguel Suchixtepec",0,NA,"0 casos"
"1237","20278","San Miguel Soyaltepec",2,NA,"Uno o más casos"
"1238","20276","San Miguel Santa Flor",0,0,"0 casos"
"1239","20275","San Miguel Quetzaltepec",0,NA,"0 casos"
"1240","20268","San Miguel Ejutla",0,0,"0 casos"
"1241","20266","San Miguel del Puerto",0,NA,"0 casos"
"1242","20265","San Miguel Chimalapa",0,NA,"0 casos"
"1243","20263","San Miguel Coatlán",0,NA,"0 casos"
"1244","20260","San Miguel Aloápam",0,NA,"0 casos"
"1245","20257","San Melchor Betaza",0,0,"0 casos"
"1246","20253","San Mateo Piñas",0,NA,"0 casos"
"1247","20248","San Mateo del Mar",0,NA,"0 casos"
"1248","20246","San Mateo Cajonos",0,0,"0 casos"
"1249","20236","San Marcial Ozolotepec",0,0,"0 casos"
"1250","20235","San Luis Amatlán",0,0,"0 casos"
"1251","20232","San Lucas Ojitlán",1,NA,"Uno o más casos"
"1252","20231","San Lucas Camotlán",0,0,"0 casos"
"1253","20226","San Lorenzo Albarradas",0,NA,"0 casos"
"1254","20223","San Juan Yatzona",0,0,"0 casos"
"1255","20222","San Juan Yaeé",0,0,"0 casos"
"1256","20220","San Juan Tepeuxila",0,NA,"0 casos"
"1257","20216","San Juan Tabaá",0,0,"0 casos"
"1258","20214","San Juan Quiotepec",0,NA,"0 casos"
"1259","20212","San Juan Petlapa",0,0,"0 casos"
"1260","20207","San Juan Mazatlán",0,NA,"0 casos"
"1261","20204","San Juan Lajarcia",0,0,"0 casos"
"1262","20203","San Juan Lachigalla",0,0,"0 casos"
"1263","20201","San Juan Juquila Vijanos",0,0,"0 casos"
"1264","20200","San Juan Juquila Mixes",0,NA,"0 casos"
"1265","20196","San Juan Evangelista Analco",0,0,"0 casos"
"1266","20194","San Juan del Río",0,0,"0 casos"
"1267","20190","San Juan Cotzocón",2,NA,"Uno o más casos"
"1268","20189","San Juan Comaltepec",0,0,"0 casos"
"1269","20187","San Juan Coatzóspam",0,NA,"0 casos"
"1270","20184","San Juan Bautista Tuxtepec",29,NA,"Uno o más casos"
"1271","20182","San Juan Bautista Tlacoatzintepec",0,0,"0 casos"
"1272","20179","San Juan Bautista Jayacatlán",0,NA,"0 casos"
"1273","20175","San Juan Bautista Atatlahuca",1,NA,"Uno o más casos"
"1274","20173","San Juan Atepec",0,0,"0 casos"
"1275","20171","San José Tenango",2,NA,"Uno o más casos"
"1276","20170","San José Lachiguiri",0,0,"0 casos"
"1277","20169","San José Independencia",0,NA,"0 casos"
"1278","20166","San José Chiltepec",1,NA,"Uno o más casos"
"1279","20159","San Jerónimo Coatlán",0,NA,"0 casos"
"1280","20146","San Francisco Logueche",0,0,"0 casos"
"1281","20136","San Felipe Usila",0,NA,"0 casos"
"1282","20134","San Felipe Jalapa de Díaz",0,NA,"0 casos"
"1283","20131","San Dionisio Ocotepec",0,NA,"0 casos"
"1284","20130","San Dionisio del Mar",0,NA,"0 casos"
"1285","20126","San Cristóbal Amatlán",0,0,"0 casos"
"1286","20125","San Carlos Yautepec",0,0,"0 casos"
"1287","20122","San Bartolo Yautepec",0,0,"0 casos"
"1288","20120","San Bartolomé Zoogocho",0,0,"0 casos"
"1289","20117","San Bartolomé Loxicha",0,0,"0 casos"
"1290","20116","San Bartolomé Ayautla",0,NA,"0 casos"
"1291","20114","San Baltazar Yatzachi el Bajo",0,0,"0 casos"
"1292","20113","San Baltazar Loxicha",0,0,"0 casos"
"1293","20100","San Andrés Yaá",0,0,"0 casos"
"1294","20098","San Andrés Teotilálpam",0,NA,"0 casos"
"1295","20097","San Andrés Solaga",0,0,"0 casos"
"1296","20095","San Andrés Paxtlán",0,NA,"0 casos"
"1297","20085","San Agustín Loxicha",0,NA,"0 casos"
"1298","20080","San Agustín Amatengo",0,0,"0 casos"
"1299","20079","Salina Cruz",11,NA,"Uno o más casos"
"1300","20074","Santa Catarina Quioquitani",0,0,"0 casos"
"1301","20066","Santiago Niltepec",0,NA,"0 casos"
"1302","20062","Natividad",0,0,"0 casos"
"1303","20061","Monjas",0,0,"0 casos"
"1304","20060","Mixistlán de la Reforma",0,0,"0 casos"
"1305","20053","Magdalena Tlacotepec",0,NA,"0 casos"
"1306","20052","Magdalena Tequisistlán",0,NA,"0 casos"
"1307","20101","San Andrés Zabache",0,0,"0 casos"
"1308","20099","San Andrés Tepetlapa",0,0,"0 casos"
"1309","20093","San Andrés Lagunas",0,NA,"0 casos"
"1310","20090","San Andrés Huaxpaltepec",0,NA,"0 casos"
"1311","20089","San Andrés Dinicuiti",0,NA,"0 casos"
"1312","20088","San Andrés Cabecera Nueva",0,0,"0 casos"
"1313","20086","San Agustín Tlacotepec",0,0,"0 casos"
"1314","20082","San Agustín Chayuco",0,NA,"0 casos"
"1315","20081","San Agustín Atenango",0,NA,"0 casos"
"1316","20076","La Reforma",0,NA,"0 casos"
"1317","20070","Pinotepa de Don Luis",1,NA,"Uno o más casos"
"1318","20065","Ixpantepec Nieves",0,NA,"0 casos"
"1319","20058","Mazatlán Villa de Flores",0,NA,"0 casos"
"1320","20056","Mártires de Tacubaya",0,0,"0 casos"
"1321","20055","Mariscala de Juárez",0,NA,"0 casos"
"1322","20054","Magdalena Zahuatlán",0,NA,"0 casos"
"1323","20050","Magdalena Peñasco",0,NA,"0 casos"
"1324","20047","Santa Magdalena Jicotlán",0,0,"0 casos"
"1325","20046","Magdalena Jaltepec",0,NA,"0 casos"
"1326","20037","Mesones Hidalgo",1,NA,"Uno o más casos"
"1327","20034","Guadalupe de Ramírez",0,0,"0 casos"
"1328","20032","Fresnillo de Trujano",0,NA,"0 casos"
"1329","20029","Eloxochitlán de Flores Magón",0,NA,"0 casos"
"1330","20026","Chalcatongo de Hidalgo",2,NA,"Uno o más casos"
"1331","20024","Cuyamecalco Villa de Zaragoza",0,NA,"0 casos"
"1332","20022","Cosoltepec",0,NA,"0 casos"
"1333","20016","Coicoyán de las Flores",0,NA,"0 casos"
"1334","20011","Calihualá",0,0,"0 casos"
"1335","20004","Asunción Cuyotepeji",0,NA,"0 casos"
"1336","20568","Zapotitlán Palmas",0,NA,"0 casos"
"1337","20567","Zapotitlán Lagunas",0,NA,"0 casos"
"1338","20566","San Mateo Yucutindoo",0,NA,"0 casos"
"1339","20564","Yutanduchi de Guerrero",0,NA,"0 casos"
"1340","20558","Valerio Trujano",0,NA,"0 casos"
"1341","20556","La Trinidad Vista Hermosa",0,0,"0 casos"
"1342","20552","Tlacotepec Plumas",0,0,"0 casos"
"1343","20549","Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",1,NA,"Uno o más casos"
"1344","20547","Teotongo",0,NA,"0 casos"
"1345","20545","Teotitlán de Flores Magón",1,NA,"Uno o más casos"
"1346","20543","Tataltepec de Valdés",0,0,"0 casos"
"1347","20540","Villa de Tamazulápam del Progreso",2,NA,"Uno o más casos"
"1348","20536","San Vicente Nuñú",0,NA,"0 casos"
"1349","20532","Santo Tomás Ocotepec",0,NA,"0 casos"
"1350","20529","Santos Reyes Yucuná",0,0,"0 casos"
"1351","20528","Santos Reyes Tepejillo",0,NA,"0 casos"
"1352","20527","Santos Reyes Pápalo",0,NA,"0 casos"
"1353","20526","Santos Reyes Nopala",0,NA,"0 casos"
"1354","20524","Santo Domingo Yodohino",0,NA,"0 casos"
"1355","20523","Santo Domingo Yanhuitlán",0,NA,"0 casos"
"1356","20521","Santo Domingo Tonaltepec",0,0,"0 casos"
"1357","20520","Santo Domingo Tonalá",0,NA,"0 casos"
"1358","20516","Santo Domingo Teojomulco",0,0,"0 casos"
"1359","20510","Santo Domingo Ixcatlán",0,NA,"0 casos"
"1360","20507","Santo Domingo Armenta",0,NA,"0 casos"
"1361","20501","Santiago Yucuyachi",0,0,"0 casos"
"1362","20500","Santiago Yosondúa",0,NA,"0 casos"
"1363","20499","Santiago Yolomécatl",0,NA,"0 casos"
"1364","20497","Santiago Yaitepec",0,0,"0 casos"
"1365","20493","Santiago Tillo",0,0,"0 casos"
"1366","20492","Santiago Tilantongo",1,NA,"Uno o más casos"
"1367","20491","Santiago Textitlán",0,0,"0 casos"
"1368","20490","Santiago Texcalcingo",0,NA,"0 casos"
"1369","20489","Santiago Tetepec",0,0,"0 casos"
"1370","20488","Santiago Tepetlapa",0,NA,"0 casos"
"1371","20486","Villa Tejúpam de la Unión",0,NA,"0 casos"
"1372","20485","Santiago Tapextla",0,0,"0 casos"
"1373","20484","Santiago Tamazola",0,0,"0 casos"
"1374","20482","Santiago Pinotepa Nacional",3,NA,"Uno o más casos"
"1375","20481","Santiago Nuyoó",0,0,"0 casos"
"1376","20480","Santiago Nundiche",0,NA,"0 casos"
"1377","20479","Santiago Nejapilla",0,NA,"0 casos"
"1378","20478","Santiago Nacaltepec",0,NA,"0 casos"
"1379","20477","Santiago Minas",0,0,"0 casos"
"1380","20476","Santiago Miltepec",0,NA,"0 casos"
"1381","20474","Santiago Llano Grande",0,NA,"0 casos"
"1382","20021","Cosolapa",0,NA,"0 casos"
"1383","20018","Concepción Buenavista",0,0,"0 casos"
"1384","20548","Tepelmeme Villa de Morelos",0,NA,"0 casos"
"1385","20164","San Jorge Nuchita",0,0,"0 casos"
"1386","20230","San Lorenzo Victoria",0,0,"0 casos"
"1387","20147","San Francisco Nuxaño",0,NA,"0 casos"
"1388","20562","Magdalena Yodocono de Porfirio Díaz",0,0,"0 casos"
"1389","20215","San Juan Sayultepec",0,NA,"0 casos"
"1390","20096","San Andrés Sinaxtla",0,NA,"0 casos"
"1391","20149","San Francisco Sola",0,0,"0 casos"
"1392","20314","San Pedro Juchatengo",0,0,"0 casos"
"1393","20347","San Sebastián Río Hondo",0,NA,"0 casos"
"1394","20319","San Pedro Mixtepec -Dto. 26 -",0,0,"0 casos"
"1395","20254","San Mateo Río Hondo",1,NA,"Uno o más casos"
"1396","20209","San Juan Mixtepec -Dto. 26 -",0,0,"0 casos"
"1397","20167","San José del Peñasco",0,0,"0 casos"
"1398","20154","San Ildefonso Amatlán",0,0,"0 casos"
"1399","20059","Miahuatlán de Porfirio Díaz",0,NA,"0 casos"
"1400","20409","Santa María del Tule",1,NA,"Uno o más casos"
"1401","20028","Heroica Ciudad de Ejutla de Crespo",0,NA,"0 casos"
"1402","20398","Ayoquezco de Aldama",0,0,"0 casos"
"1403","20161","San Jerónimo Sosola",0,NA,"0 casos"
"1404","20150","San Francisco Telixtlahuaca",0,NA,"0 casos"
"1405","20135","San Felipe Tejalápam",0,NA,"0 casos"
"1406","20123","San Bernardo Mixtepec",0,NA,"0 casos"
"1407","20035","Guelatao de Juárez",0,0,"0 casos"
"1408","20033","Guadalupe Etla",1,NA,"Uno o más casos"
"1409","20023","Cuilápam de Guerrero",2,NA,"Uno o más casos"
"1410","20017","La Compañía",0,0,"0 casos"
"1411","20013","Ciénega de Zimatlán",1,NA,"Uno o más casos"
"1412","20273","San Miguel Peras",0,NA,"0 casos"
"1413","20271","San Miguel Mixtepec",0,0,"0 casos"
"1414","20241","San Martín Lachilá",0,0,"0 casos"
"1415","20217","San Juan Tamazola",0,NA,"0 casos"
"1416","20108","San Antonio Huitepec",0,NA,"0 casos"
"1417","20104","San Antonino el Alto",0,NA,"0 casos"
"1418","20426","Santa María Peñoles",0,0,"0 casos"
"1419","20420","Santa María Lachixío",0,NA,"0 casos"
"1420","20565","Villa de Zaachila",5,NA,"Uno o más casos"
"1421","20561","Yaxe",0,0,"0 casos"
"1422","20560","Villa Díaz Ordaz",0,NA,"0 casos"
"1423","20555","Trinidad Zaachila",0,NA,"0 casos"
"1424","20544","Teococuilco de Marcos Pérez",0,NA,"0 casos"
"1425","20539","Soledad Etla",1,NA,"Uno o más casos"
"1426","20519","Santo Domingo Tomaltepec",0,NA,"0 casos"
"1427","20504","Nuevo Zoquiápam",0,NA,"0 casos"
"1428","20496","Santiago Xiacuí",0,0,"0 casos"
"1429","20475","Santiago Matatlán",0,0,"0 casos"
"1430","20449","Santa María Zoquitlán",0,0,"0 casos"
"1431","20443","Santa María Yavesía",0,0,"0 casos"
"1432","20419","Santa María Jaltianguis",0,0,"0 casos"
"1433","20411","Santa María Guelacé",0,0,"0 casos"
"1434","20403","Santa María Coyotepec",0,NA,"0 casos"
"1435","20399","Santa María Atzompa",9,NA,"Uno o más casos"
"1436","20393","Santa Lucía Ocotlán",0,NA,"0 casos"
"1437","20389","Santa Inés Yatzeche",0,0,"0 casos"
"1438","20388","Santa Inés del Monte",0,NA,"0 casos"
"1439","20387","Santa Gertrudis",0,NA,"0 casos"
"1440","20385","Santa Cruz Xoxocotlán",12,NA,"Uno o más casos"
"1441","20380","Santa Cruz Papalutla",0,NA,"0 casos"
"1442","20378","Santa Cruz Mixtepec",0,NA,"0 casos"
"1443","20375","Santa Cruz Amilpas",1,NA,"Uno o más casos"
"1444","20369","Santa Catarina Quiané",0,NA,"0 casos"
"1445","20368","Santa Catarina Minas",0,NA,"0 casos"
"1446","20365","Santa Catarina Lachatao",0,0,"0 casos"
"1447","20363","Santa Catarina Ixtepeji",0,NA,"0 casos"
"1448","20358","Santa Ana Tlapacoyan",0,NA,"0 casos"
"1449","20356","Santa Ana del Valle",0,NA,"0 casos"
"1450","20107","San Antonio de la Cal",9,NA,"Uno o más casos"
"1451","20349","San Sebastián Teitipac",1,NA,"Uno o más casos"
"1452","20343","San Sebastián Abasolo",0,NA,"0 casos"
"1453","20342","San Raymundo Jalpan",0,NA,"0 casos"
"1454","20328","San Pedro Taviche",0,0,"0 casos"
"1455","20310","San Pedro Ixtlahuaca",2,NA,"Uno o más casos"
"1456","20295","San Pablo Huixtepec",0,NA,"0 casos"
"1457","20293","San Pablo Etla",1,NA,"Uno o más casos"
